Month,Reported by,Falls within,Longitude,Latitude,Location,Crime type
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.90613,54.595286,On or near Albertbridge Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.90613,54.595286,On or near Albertbridge Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.90613,54.595286,On or near Albertbridge Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.90613,54.595286,On or near Albertbridge Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.006438,54.060768,On or near Knockchree Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.917997,54.594404,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.326,55.004064,On or near Northland Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.463488,54.42212,On or near Westland Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.923023,54.58776,On or near Cooke Mews,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.923023,54.58776,On or near Cooke Mews,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.795619,54.722207,On or near Barn Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.300772,54.986378,On or near Clondermott Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.955547,54.595727,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.898051,54.592307,On or near Lord Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.988759,54.681883,On or near Rogan Manor,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.981443,54.595551,On or near Ballymurphy Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.938485,54.618871,On or near Antrim Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.958083,54.586794,On or near Glenmachan Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.720613,54.522116,On or near Rosscolban Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.822643,55.140665,On or near Ballyhackett Lane,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.822643,55.140665,On or near Ballyhackett Lane,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.005665,54.749745,On or near Hawthorn Way,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.005665,54.749745,On or near Hawthorn Way,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.004998,54.57206,On or near Hillhead Heights,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.51431,55.066892,On or near Seymour Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.705631,54.581218,On or near Anson Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.556197,54.370643,On or near Stella Maris Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.68261,54.654523,On or near Beechwood Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.927533,54.599788,On or near High Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.938488,54.627685,On or near Antrim Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.938488,54.627685,On or near Antrim Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.15689,54.850455,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.15689,54.850455,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.318992,54.995249,On or near Newmarket Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.719182,54.319776,On or near Cathedral View,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.65275,54.346343,On or near Linenhall Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.894963,54.597267,On or near Albertbridge Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928256,54.6014,On or near Donegall Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.305876,54.599319,On or near John Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.33049,54.451369,On or near Spelga Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.330016,55.03407,On or near Temple Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.326597,54.999199,On or near Lower Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.973376,54.622434,On or near Faburn Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.973376,54.622434,On or near Faburn Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.441045,54.398841,On or near Tandragee Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.441045,54.398841,On or near Tandragee Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.915174,54.555773,On or near Newtownbreda Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.029513,54.234828,On or near St. Malachys Bungalows,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.939714,55.038068,On or near Glengiven Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.978735,54.59618,On or near Springhill Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.702064,55.168186,On or near Cromlech Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.012972,54.546108,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.70601,54.328881,On or near Movilla Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.952095,55.048533,On or near Protestant Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.629246,55.061189,On or near Managher Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.629246,55.061189,On or near Managher Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.942343,54.599798,On or near Divis Tower,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.962383,54.597639,On or near Fort Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.959391,54.605181,On or near Mayo Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.884692,54.51331,On or near Killynure Close,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.470348,54.503021,On or near Derrytrasna Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.683118,55.129742,On or near Slemish Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.683118,55.129742,On or near Slemish Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.061711,54.503861,On or near Killaney Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.943632,54.616586,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.709791,54.248023,On or near St. Matthews Estate,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.935589,54.606961,On or near Clifton Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.943632,54.616586,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.607013,54.755388,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.607013,54.755388,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.901409,54.594998,On or near Thorndyke Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.771719,54.503809,On or near Sloan Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.920079,54.584817,On or near Balfour Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.266777,54.613094,On or near Pinefield Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.266777,54.613094,On or near Pinefield Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.809535,54.41637,On or near Rehaghy Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.465151,54.430389,On or near Selshion  Hall,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.040696,54.738053,On or near Anderson Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.326428,55.039108,On or near Lower Galliagh Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.960746,54.614917,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.960746,54.614917,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.364262,54.450816,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.364262,54.450816,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.314269,54.498538,On or near Meadow Brook,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.869743,54.592764,On or near Holland Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.289181,54.869488,On or near Carniny Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.289181,54.869488,On or near Carniny Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.33154,54.468373,On or near Kilmaine Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.92988,54.595012,On or near Franklin Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.92988,54.595012,On or near Franklin Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.888619,54.213985,On or near Bryansford Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.888619,54.213985,On or near Bryansford Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.322467,54.995762,On or near The Diamond,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.326392,55.036575,On or near Ferndale Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.7937,54.451466,On or near Beech Mews,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.487212,54.786165,On or near School Terrace,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.487212,54.786165,On or near School Terrace,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.024101,54.893187,On or near Cherry Lane,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.489685,54.787253,On or near Garvan Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.418296,55.111535,On or near Main Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.960369,54.611002,On or near Palmer Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.813928,54.714003,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.336899,54.468223,On or near Victoria Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.53146,54.604989,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.222565,54.601957,On or near Glenavy Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.222565,54.601957,On or near Glenavy Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.923232,54.627119,On or near York Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.923232,54.627119,On or near York Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.450151,54.421968,On or near West Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.938228,54.619962,On or near Antrim Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.352147,54.180112,On or near Hospital Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.341648,55.03143,On or near Woodbrook,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.326301,55.000068,On or near Great James Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.785373,54.621078,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.528085,54.730235,On or near O'Neill Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.952694,54.569937,On or near Osborne Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.939378,54.549126,On or near Kirkistown Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.825301,54.852469,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.9232,54.580647,On or near Elgin Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.598292,54.755117,On or near Ashgrove Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.32279,55.003489,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.318141,55.011287,On or near Phillip Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.347608,54.180134,On or near Clones Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.028472,54.552876,On or near Lagmore Grove,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.699252,54.593389,On or near Mill Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.664947,55.133056,On or near Railway Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.314756,55.037453,On or near Sandbank Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.228488,54.479745,On or near Main Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.330584,54.183814,On or near Windsor Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.005284,54.75876,On or near Erskine Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.875105,54.596462,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.330187,54.996649,On or near Westland Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.330187,54.996649,On or near Westland Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.31268,54.990659,On or near Barnewall Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.902382,54.562839,On or near Glencregagh Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.997472,54.530631,On or near Sandyhill Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.997472,54.530631,On or near Sandyhill Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.900148,54.598759,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.811046,54.597224,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.811046,54.597224,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.811046,54.597224,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.811046,54.597224,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.071976,54.53275,On or near Pond Park Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.678499,54.645899,On or near Cleland Park Central,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.929933,54.614403,On or near Mervue Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.359531,55.032846,On or near Benview Estate,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.295091,54.830976,On or near Slaght Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.258027,54.358998,On or near Rowan Glen,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.258027,54.358998,On or near Rowan Glen,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.647554,55.133646,On or near Hendra Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.194158,54.731748,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.937749,54.582001,On or near Wellesley Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.93543,54.595116,On or near Glengall Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.0143,54.522589,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.964337,54.681241,On or near Glenvarna Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.700585,54.326091,On or near Ballyhornan Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.058803,54.510167,On or near Tonagh Mews,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.46014,54.819608,On or near Ballycolman Estate,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.895052,54.587762,On or near Castlereagh Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.92591,54.598233,On or near Victoria Square,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.01622,54.411278,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.89897,54.584371,On or near Oberon Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.277751,54.863182,On or near Prospect Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.277751,54.863182,On or near Prospect Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.277751,54.863182,On or near Prospect Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.65275,54.346343,On or near Linenhall Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.735485,54.644725,On or near Woodland Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.352147,54.180112,On or near Hospital Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.963221,54.629209,On or near Prestwick Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.627396,54.473399,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.961475,54.607445,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.314174,54.984586,On or near Campion Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.842621,54.631315,On or near Jackson'S Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.266013,54.350209,On or near Castlewellan Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.659785,55.192558,On or near Glentaisie Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.323947,54.99048,On or near Alma Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.642607,55.200363,On or near Randal Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.642607,55.200363,On or near Randal Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.472509,54.78488,On or near Main Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.735608,54.63479,On or near Castle Villas,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.940605,54.600811,On or near Fingals Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.786963,54.496249,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.557305,54.537077,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.980068,54.556434,On or near Hillmount Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.943769,54.667865,On or near Tobar-Glen Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.32971,54.451574,On or near Pollock Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.297481,54.985174,On or near Irish Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.920359,54.668526,On or near Derrycoole Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.920359,54.668526,On or near Derrycoole Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.032504,54.51374,On or near Parkview,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.959703,54.595546,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.965109,54.59357,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.460098,54.411862,On or near Old Rectory Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.767763,54.503446,On or near Park Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.883376,54.523225,On or near Baronscourt Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.317623,55.022486,On or near Carnhill,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.963972,54.619742,On or near Berwick Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.013641,54.578141,On or near Glencolin Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.447324,54.424609,On or near Park Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.348694,54.163353,On or near Lisdrum Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.348694,54.163353,On or near Lisdrum Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.627396,54.473399,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.923232,54.627119,On or near York Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.03103,54.557517,On or near Woodside View,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.03103,54.557517,On or near Woodside View,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.321375,54.757484,On or near Coolsythe Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.321375,54.757484,On or near Coolsythe Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.944929,54.631083,On or near Ophir Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.735485,54.644725,On or near Woodland Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.153436,54.415108,On or near Church View,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.192086,54.69321,On or near Abbey Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.897124,54.578166,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.897124,54.578166,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.897124,54.578166,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.215475,54.733133,On or near Glencraig Manor,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.925804,54.602454,On or near Dunbar Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.90494,54.537986,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.813463,54.857413,On or near Newington Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.386817,54.881704,On or near Killyless Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.877882,54.604956,On or near Strandburn Parade,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.922456,54.585226,On or near Farnham Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.311319,54.992574,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.935482,54.617013,On or near Atlantic Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.935482,54.617013,On or near Atlantic Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.06959,54.508659,On or near Knockmore Square,Violence and sexual offences
